"","x"
"761","<U+26A0><U+FE0F>ATENCIÓN!!

<U+274C>Nuevo ataque a la sede de Gerona!!

Esta vez silicona y palillos en las cerraduras.

SIN LIBERTAD NO HAY DEMOCRACIA 

#RecuperemosCataluña https://t.co/0GYb8Evri1"
"762","<U+270D><U+0001F3FB> Mañana seguiremos recogiendo avales para presentarnos a las próximas elecciones del 14 de febrero en Cataluña <U+0001F447><U+0001F3FB><U+0001F447><U+0001F3FB> https://t.co/d0yzkG1QFH"
"763","Santiago Abascal carga contra Sánchez: ""Es el hombre que ha traído la ruina y la muerte como ningún otro gobernante del mundo"" https://t.co/vM9EGQe34z"
"764","Zhang Zhan, avvocato e blogger cinese, condannata a 4 anni di carcere per aver documentato sul web l’inizio della pandemia a Wuhan nei giorni in cui il regime cinese nascondeva quello che stava succedendo. Il governo italiano è così servile con Pechino che non ha nulla da dire? https://t.co/T9oYRP6Xu4"
"765","<U+203C> @Santi_ABASCAL sobre la rueda de prensa que realizará Pedro Sánchez en unos minutos para exponer su balance del año:

""No nos hace falta esperar para oír el nuevo acto de propaganda de Sánchez. Porque Sánchez ha hecho de la mentira y de la traición su forma de gobierno"". https://t.co/3Nwt17GiM1"
"766","Aquí lo que hay que reformar no es la Corona sino la  Presidencia del Gobierno, para que ningún presidente pueda pisotear la Constitución como hace Sánchez, con el silencio del TC, estafando a sus electores y traicionando a todos los españoles al pactar con sus enemigos. https://t.co/rTV1BlOPWS"
"767","<U+0001F4E8><U+0001F4EC> No pierdas la oportunidad de votarnos por correo<U+203C><U+FE0F><U+0001F60A><U+0001F60A>
<U+0001F4AA><U+0001F3FC>Estamos ante un momento histórico para acabar con los enemigos de España.
<U+0001F4AA><U+0001F3FC>Con tu voto lograremos defender los derechos y libertades de todos los catalanes hartos de estar sometidos al yugo totalitario separatista. https://t.co/cFXPluC6AR"
"768","¿Y esta mamarrachada @JuanMa_Moreno? 

Deja de gastarte el dinero de los andaluces en propaganda progre. 

Ayer cediste al chantaje del PSOE, que sigue controlando Canal Sur, y hoy compras su discurso de género.
 
Los andaluces votaron cambio. Si vas a hacer lo mismo deja paso. https://t.co/C9JLkFIdmY"
"769","En el mismo día. #SinVergüenza https://t.co/TCB0Fv3IMn"
"770","Estáis enfermos. Todos. Los globalistas de todos los colores. https://t.co/l55pgNPnre"
"771","Vox copa el Congreso de los Diputados con más de 1.300 iniciativas parlamentarias.

Informa @marina_alias9 https://t.co/vRzTDNTUHC"
"772","¿Y esta mamarrachada @JuanMa_Moreno? 

Deja de gastarte el dinero de los andaluces en propaganda progre. 

Ayer cediste al chantaje del PSOE, que sigue controlando Canal Sur, y hoy compras su discurso de género.
 
Los andaluces votaron cambio. Si vas a hacer lo mismo deja paso. https://t.co/C9JLkFIdmY"
"773","El virus como excusa para acelerar el globalismo. Por @Jorgebuxade https://t.co/f1aKOa82Ai"
"774","Sobre  el nuevo acto de propaganda de Sánchez en unos minutos:

""A la mayor parte de los españoles no nos hace falta esperar para oír el nuevo acto de propaganda de Sánchez. Porque Sánchez ha hecho de la mentira y de la traición su forma de gobierno"" https://t.co/E3ynZSssmV"
"775","<U+203C> @Santi_ABASCAL sobre la rueda de prensa que realizará Pedro Sánchez en unos minutos para exponer su balance del año:

""No nos hace falta esperar para oír el nuevo acto de propaganda de Sánchez. Porque Sánchez ha hecho de la mentira y de la traición su forma de gobierno"". https://t.co/3Nwt17GiM1"
"776","<U+2708> Agencias de viaje, pequeños empresarios y autónomos olvidados y totalmente arruinados.

El sector está destrozado por la crisis del virus chino y el Gobierno de PSOE/Podemos se niega a escuchar sus demandas.

<U+0001F4E2> #ReyesMarotoDimisión

https://t.co/03iSrk7py9"
"777","<U+2716> VOX presentó una moción de censura contra el Gobierno por su gestión de la epidemia, sus ataques a las instituciones del Estado y sus pactos con el golpismo separatista.

<U+27A1> @Igarrigavaz expuso en el Congreso los motivos de la #MociónContraLaMafia.

<U+2B07><U+2B07><U+2B07> https://t.co/Wu7CHpHUQE"
"778","Nos llaman vagos al @VOX_Congreso. Y así todo <U+0001F609> https://t.co/9JYH9vXzga"
"779","Pedro Sánchez y Pablo Iglesias abandonan a las víctimas de Maduro, mientras acogen a miles de ilegales que asaltan nuestras fronteras. 

https://t.co/VYOmBbZ99E"
"780","La asociación que espía a tus hijos en el recreo para que hablen catalán paga sus anuncios a TV3 con tu dinero.

Esto es la mafia separatista.

Urge echarlos y devolver cada euro malversado a los catalanes.

#RecuperemosCataluña 

https://t.co/qzYPijZKLi"
"781","Ante la inacción del resto de partidos políticos, VOX seguirá defendiendo a los vecinos frente a la #ocupación de sus viviendas y contra la delincuencia e inseguridad que genera en nuestros barrios. https://t.co/p7pqPj3wvP"
"782","<U+270D><U+0001F3FB> Hoy nos encontraréis recogiendo avales para presentarnos a las próximas elecciones del 14 de febrero en Cataluña <U+0001F447><U+0001F3FB><U+0001F447><U+0001F3FB> https://t.co/ndKCAzCG2i"
"783","Sométete. Un poco más. https://t.co/m2Sfcu7m38"
"784","<U+0001F468><U+200D><U+0001F469><U+200D><U+0001F467><U+200D><U+0001F466> VOX es el único partido que defiende el derecho a la vida y promocionar la familia y la natalidad.

<U+27A1><U+FE0F> Que algo tan de sentido común solo lo proponga un partido en España debería ser una broma de los #SantosInocentes pero lamentablemente no lo es. https://t.co/ACStjpoATM"
"785","<U+0001F4F9> @Igarrigavaz con @cakealatake en Barcelona.

""Lo primero que voy a hacer en el Parlamento de Cataluña es proponer el cierre inmediato de TV3 y destinar ese dinero a la emergencia social"".

<U+0001F4E2> #RecuperemosCataluña

<U+2B07> HILO <U+2B07> https://t.co/sl5OxXpMZz"
"786","Colau junto a los separatistas ha convertido Barcelona en el paraíso de los delincuentes. 

La alcaldesa ahora permite una campaña a favor de los okupas y en contra de la policía. 

Todo normal si se tiene en cuenta sus orígenes. 

¡Hay que echarles!

#RecuperemosCataluña https://t.co/CRleX8ziwY"
"787","En su epitafio político sólo aparecerá una palabra: TRAIDOR #MarlaskaDimision https://t.co/DBoY7ctGPH"
"788","Vox pide avales para presentarse a las elecciones catalanas: así puedes ayudar. 
El plazo para presentarlos acaba el 4 de enero. Aquí tienes más información sobre cómo cubrirlos y dónde presentarlos: 
https://t.co/B8c7UmFP3s"
"789","Estado Policial Europeo: Salvador Illa reconoce que habrá un registro de quienes rechacen la vacuna del coronavirus compartido con la UE https://t.co/65hcSBPRTy vía @libertaddigital"
"790","Si a la periodista le parece peligroso extraer conclusiones obvias de una estadística, no airee la estadística. Una vez aireada, lo que afirma el entrevistado va de suyo. https://t.co/eU8gFFeRNM"
"791","<U+0001F621> El gobierno socialcomunista abandona a los camioneros españoles atrapados en Reino Unido mientras presume de ayudar a entrar a miles de inmigrantes ilegales.

<U+0001F1F5><U+0001F1F1><U+0001F4FA> @Jorgebuxade defiende a los camioneros españoles en la televisión de Polonia. https://t.co/fbXfc6EjXx"
"792","<U+0001F534> @Santi_ABASCAL hace balance de este año en La España Viva:

""Frente a la mafia de Pedro Sánchez y el silencio cómplice del resto de partidos, sólo queda VOX. No vamos a fallar a los españoles"".

<U+2B07><U+2B07><U+2B07> https://t.co/CbKkxfr5Q0"
"793","Radiografía de una tragedia: el aborto concebido como una práctica eugenésica y anticonceptiva.

Recuperemos la cordura, ayudemos a la mujer embarazada y defendamos la vida.

#SíALaVida <U+2764><U+FE0F> https://t.co/XTOEj5tjni"
"794","Hoy, 28 de diciembre, día de los #SantosInocentes, recordamos a los niños a quienes se les ha negado el derecho a nacer. 

<U+0001F47C><U+0001F3FC> En España mueren 100.000 niños al año a causa del aborto legal. Recuperemos la cordura y defendamos la vida. 

#SiALaVida <U+0001F930><U+0001F3FC><U+0001F475><U+0001F3FC> https://t.co/UqmdT3sMe0"
"795","<U+0001F3E0> Ampliamos el horario de apertura de la sede de @gerona_vox para recoger avales.

<U+270D><U+FE0F> ¿Aún no has avalado la candidatura de Vox al Parlament #14F? Puedes hacerlo a lo largo de esta semana de 9:30 a 20h.

#RecuperemCatalunya <U+0001F1EA><U+0001F1F8> https://t.co/dIogcGrGmx"
"796","<U+0001F4F9> @Igarrigavaz ""Las grandes crisis las hemos superado con valentía, gallardía y perseverancia"".

Frente al separatismo, sólo queda VOX <U+0001F4AA><U+0001F1EA><U+0001F1F8>

<U+0001F4E2> #RecuperemosCataluña https://t.co/2sMMq3c0y2"
"797","<U+0001F4F9> @Igarrigavaz ""Las políticas de compadreo con el separatismo se deben de acabar"".

<U+0001F4E2> #RecuperemosCataluña https://t.co/hFNYPiqjK6"
"798","<U+0001F4F9> @Igarrigavaz ""Es el momento de decirle al separatismo golpista que se le ha acabado el chollo: os vamos a cerrar todos los chiringuitos y vais a desfilar uno por uno por los juzgados"".

<U+0001F4E2> #RecuperemosCataluña https://t.co/6ETPqlJPCd"
"799","<U+0001F4F9> @Igarrigavaz ""Tanto los gobiernos del PSOE como del PP han permitido que el separatismo adoctrine a nuestros hijos en los colegios"".

<U+0001F4E2> #RecuperemosCataluña https://t.co/dmJFHzT4mU"
"800","<U+0001F4F9> @Igarrigavaz ""Nosotros venimos a defender nuestra tierra. Venimos a defender esa manera de ser español que es ser catalán"".

<U+0001F4E2> #RecuperemosCataluña https://t.co/gZwIxPB3Ed"
"801","<U+0001F4F9> @Igarrigavaz con @cakealatake en Barcelona.

""Lo primero que voy a hacer en el Parlamento de Cataluña es proponer el cierre inmediato de TV3 y destinar ese dinero a la emergencia social"".

<U+0001F4E2> #RecuperemosCataluña

<U+2B07> HILO <U+2B07> https://t.co/sl5OxXpMZz"
"802","Estas son las consecuencias para España del nefasto libre comercio europeo con terceros países: ruina para nuestros agricultores.

<U+0001F449><U+0001F3FB> Exigimos la derogación de estos tratados con países donde la mano de obra y las nulas condiciones sanitarias provocan la competencia desleal. https://t.co/y491qY7vCy"
"803","Quieren cesar a Álvaro Zancajo para que Canal Sur vuelva a ser un altavoz del PSOE.

Si @JuanMa_Moreno no le pide la dimisión a Juande Mellado como director de Canal Sur, demostrará que maniobra para proteger al PSOE de Andalucía.

Con VOX que no cuenten para complacer al PSOE. https://t.co/I0BIlgvUs4"
"804","Lección de periodismo como servicio público. Se debe salir huyendo cuando una anciana vacunada pide ayuda para su residencia. Que una vieja no nos arruine el show de la vacuna. https://t.co/hY1hHq1xOI"
"805","<U+274C>Hemos pedido al Ayuntamiento la reprobación de la vicealcaldesa de Valencia, @SanGomezLopez, por su burda felicitación navideña.  

Ha ofendido e insultado a millones de católicos y ha proyectado una mala imagen de Valencia y del Ayuntamiento que no representa a los valencianos https://t.co/eddjaNC6AB"
"806","<U+0001F468><U+200D><U+0001F469><U+200D><U+0001F467><U+200D><U+0001F466> VOX es el único partido que defiende el derecho a la vida y promocionar la familia y la natalidad.

<U+27A1><U+FE0F> Que algo tan de sentido común solo lo proponga un partido en España debería ser una broma de los #SantosInocentes pero lamentablemente no lo es. https://t.co/ACStjpoATM"
"807","Con la mayoría de progres me dedico a explicar que las matemáticas no son xenófobas... pero con Lo País es que no sé si la falta de concordancia de número en titular y cuerpo de la noticia es una inocentada, su manipulación habitual, u otro caso de #MatemáticasParaProgres... <U+0001F914> https://t.co/GietjGtQCO https://t.co/lJKy9EAjiP"
"808","<U+0001F534> @Santi_ABASCAL hace balance de este año en La España Viva:

""Frente a la mafia de Pedro Sánchez y el silencio cómplice del resto de partidos, sólo queda VOX. No vamos a fallar a los españoles"".

<U+2B07><U+2B07><U+2B07> https://t.co/CbKkxfr5Q0"
"809","<U+2696> La batalla de VOX contra el Gobierno y el separatismo en los tribunales:

<U+27A1> @Macarena_Olona ""2020 ha sido un año de trabajo extraordinario a nivel judicial. Prometimos a los españoles no dar por arriada la bandera de la defensa de sus derechos"".

#VOXÚtil <U+0001F4AA><U+0001F1EA><U+0001F1F8>

<U+2B07> HILO <U+2B07> https://t.co/nPp0qPiNz1"
"810","Antonio y algunos camioneros españoles comienzan su viaje de vuelta después de una semana abandonados en la carretera.

Solo tienen que hacer dos agradecimientos: a ciudadanos británicos y al Gobierno de Polonia.

El Gobierno de Sánchez no ha movido ni un dedo para rescatarlos. https://t.co/KUMbGE9cON"
"811","<U+0001F4FA> Esta noche a las 22:00, último programa del año de La España Viva con entrevistas a @Santi_ABASCAL y @Macarena_Olona.

<U+0001F4E1> Síguelo en @eltorotv: https://t.co/REkvlnd4P0

¡No te lo pierdas! https://t.co/Wd0l51YdYg"
"812","El manifiesto ""Por unas elecciones libres, pacíficas y democráticas"" sigue sin recibir NINGUNA adhesión.

Volvemos a realizar un llamamiento a medios de comunicación y partidos políticos. https://t.co/UF1vSJVLT2"
"813","Demonizar a la policía, a los padres, a los hombres. Con nuestro dinero. 

Hay que pararles. https://t.co/WZB8fkOhp3"
"814","Antonio y algunos camioneros españoles comienzan su viaje de vuelta después de una semana abandonados en la carretera.

Solo tienen que hacer dos agradecimientos: a ciudadanos británicos y al Gobierno de Polonia.

El Gobierno de Sánchez no ha movido ni un dedo para rescatarlos. https://t.co/KUMbGE9cON"
"815","<U+203C> La sede de @gerona_vox ha vuelto a ser atacada.

Pedimos a todos los partidos que se sumen a nuestro manifiesto por unas elecciones libres, democráticas y en paz. 

No pueden ser unas elecciones democráticas si no hay libertad y un compromiso firme contra la violencia. https://t.co/1pCGRfB5tC"
"816","<U+203C><U+0001F69B> Antonio, un camionero de Huelva, nos cuenta en primera persona la pesadilla navideña que están sufriendo miles de camioneros españoles en Reino Unido.

Llevan desde el 19 de diciembre sin noticias del Gobierno de Pedro Sánchez. Ni siquiera les ha mandado un mensaje de apoyo. https://t.co/Gk5a7Q6DaJ"
"817","Desde VOX exigimos una respuesta urgente del Gobierno para permitirles llegar a España antes de Año Nuevo. 

Es intolerable que el Gobierno siga de vacaciones teniendo a miles de compatriotas abandonados en suelo extranjero. https://t.co/5qE89CuFNA"
"818","<U+203C><U+0001F69B> Antonio, un camionero de Huelva, nos cuenta en primera persona la pesadilla navideña que están sufriendo miles de camioneros españoles en Reino Unido.

Llevan desde el 19 de diciembre sin noticias del Gobierno de Pedro Sánchez. Ni siquiera les ha mandado un mensaje de apoyo. https://t.co/Gk5a7Q6DaJ"
"819","Los que ""huyen del hambre y la guerra"" continúan de ""travesía"" hacia el archipiélago canario.

Compartido hace unas horas en sus redes habituales. <U+2B07><U+FE0F> https://t.co/yPqWWqphKC"
"820","<U+0001F4FB> Entrevista a @Igarrigavaz en @lanochededieter.

""Necesitamos desalojar a la mafia separatista que ha secuestrado las instituciones. Es urgente que los catalanes se puedan pronunciar en las urnas"".

<U+0001F4E2> #RecuperemosCataluña

<U+2B07> Hilo con sus intervenciones <U+2B07> https://t.co/w9VFOuQf0Q"
"821","Polonia envía militares a Reino Unido para ayudar a los camioneros atrapados, tanto a sus nacionales como a los de otros países cuyos gobiernos han abandonado.

¿Adivináis a qué país pertenece la matrícula de esta foto? <U+0001F440>

Gracias al pueblo polaco por su solidaridad <U+0001F1F5><U+0001F1F1><U+0001F91D><U+0001F1EA><U+0001F1F8> https://t.co/5Zfes8RYwN"
"822","Imagen de esta Nochebuena en los soportales del mercado del Arenal, donde cada día duermen un número mayor de personas. Una estampa impresionante y a la vez triste. A quienes trabajamos por todos los sevillanos desde @VOXSevilla_ nos empuja a redoblar esfuerzos sin duda. #Pobreza https://t.co/NOPLzRmyw1"
"823","No es broma; según @elconfidencial, Vox:
1. en Cataluña “polariza”
2. es una de las “opciones más radicales”, no como “las opciones más moderadas: los Comunes, ERC y PSC”
3. refuerza que “España es fascismo”

Pero de dónde sacan a esta gente que escribe en los medios?!?!? https://t.co/Bk1jYrSd4U"
"824","¿Sabes por qué el Gobierno no ayuda a los españoles?

<U+2716><U+FE0F> Porque se gastan el dinero público en campañas para llamar acosadores a los hombres blancos. https://t.co/g6I6FWEwL7"
"825","Sí. Pero con más Porches que en Vistalegre. https://t.co/YnaLJtDof3 https://t.co/AnCZKzBMq7"
"826","Un año más, subimos el belén a la montaña para dejarlo más cerca del cielo. Feliz Navidad<U+0001F384> https://t.co/ZoGhIckVfb"
"827","<U+203C> Más de tres mil transportistas españoles están atrapados en Inglaterra sin amparo alguno del Gobierno de España. 

En VOX exigimos una respuesta urgente del Gobierno para permitirles llegar a España. 

<U+2B07> HILO <U+2B07>

https://t.co/dyPsbH2rwt"
"828","Felipe VI: ""Con esfuerzo, unión y solidaridad, España saldrá adelante"".

<U+0001F44F><U+0001F44F><U+0001F44F>

#VivaElRey <U+0001F451><U+0001F1EA><U+0001F1E6> https://t.co/ogg6a4AQix"
"829","Hoy, los cristianos celebran el nacimiento de Jesucristo. 

Hace 2020 años comenzó una nueva forma de entender la vida que dio paso a la civilización cristiana occidental.

¡Feliz Navidad a todos! <U+0001F31F> https://t.co/Hhsx0ttZfU"
"830","Sí. Pero con más Porches que en Vistalegre. https://t.co/YnaLJtDof3 https://t.co/AnCZKzBMq7"
"831","Mucho ánimo a todos los trabajadores que hoy no podrán celebrar la Nochebuena con su familia.

<U+0001F449><U+0001F3FB> Sanitarios, policías, bomberos, vigilantes, técnicos, periodistas y funcionarios de prisiones entre otros. 

En especial a los camioneros que el Gobierno ha abandonado en Reino Unido"
"832","https://t.co/CuFUI9HJOx

Ningún vecino de Gerona, debe pagar las consecuencias del fanatismo de la alcaldesa @MartaMadrenas 

<U+0001F449><U+0001F3FB>Si me votas, tienes luces de navidad.
<U+0001F449><U+0001F3FB>Si no me votas, los niños no tienen derecho a vivir la navidad.

Hemos llegado para decir BASTA!

Feliz navidad"
"833","Hoy, los cristianos celebran el nacimiento de Jesucristo. 

Hace 2020 años comenzó una nueva forma de entender la vida que dio paso a la civilización cristiana occidental.

¡Feliz Navidad a todos! <U+0001F31F> https://t.co/Hhsx0ttZfU"
"834","Felipe VI: ""Con esfuerzo, unión y solidaridad, España saldrá adelante"".

<U+0001F44F><U+0001F44F><U+0001F44F>

#VivaElRey <U+0001F451><U+0001F1EA><U+0001F1E6> https://t.co/ogg6a4AQix"
"835","Felipe VI: ""No somos un pueblo que se rinda o se resigne en los malos tiempos. No va a ser nada fácil superar esta situación y en cada casa lo sabéis bien. Pero yo estoy seguro de que vamos a salir adelante. Con esfuerzo, unión, y solidaridad España saldrá adelante"" #VivaElRey https://t.co/z3hONwnjg2"
"836","El PP se equivoca de enemigo todos los días.

VOX no caerá en la trampa del enfrentamiento esteril. Nuestro objetivo es echar a Pedro Sánchez y Pablo Iglesias.

https://t.co/vuyrxb8QL4"
"837","<U+0001F6A8> @VOX_Europa_ exige una respuesta urgente a la UE por el bloqueo de los transportistas españoles en Reino Unido.

<U+0001F4E9> @Jorgebuxade acaba de enviar sendas cartas a la Comisión y el Parlamento Europeo reclamando soluciones para nuestros transportistas. https://t.co/Inxc7hYC8q"
"838","Que el niño Dios que nace, os bendiga y que bendiga a nuestra patria, España.

¡Feliz Navidad! https://t.co/AtBptXXqlr"
"839","<U+0001F4AB> Hasta en los momentos más difíciles, la Navidad nos une. https://t.co/gVvzhOadUu"
"840","Sería más creíble si hubiesen dibujado a todos con moño y chepa. https://t.co/O3yntiH4RG"
"841","<U+0001F534> Programa diario en directo. Con @javiernegre10 @carloscuestaEM @MarioGarcesSan @jcamposasensi

<U+0001F5E3>¿Por qué ATACAN y CENSURAN tanto a ESTADO de ALARMA?

<U+0001F559>21:45 

<U+0001F4E1>Únete al chat en directo 

<U+25B6><U+FE0F>Síguelo aquí: https://t.co/B0QsegDZKz https://t.co/FVtViYGCWW"
"842","De los más de 8.000 camioneros españoles atrapados en Francia e Inglaterra, abandonados a su suerte, sin atención sanitaria, comida, aseos ni información, ¿tiene algo que decir este indigno gobierno? ¿O aquí sólo se atiende a los inmigrantes ilegales? https://t.co/Z8yUpxnGft"
"843","Ni feliz solsticio de invierno, ni felices fiestas, ni felices días de paz... FELIZ NAVIDAD! https://t.co/MkOAmTLCcs"
"844","¡Feliz Navidad! https://t.co/zt8BwCl5df"
"845","Un nuevo escándalo, que además perjudicará, de nuevo, al sector agrario y al sector transporte, tan perjudicados por la negligencia criminal de este Gobierno en la gestión de la crisis."
"846","Mientras el Gobierno ha permitido y permite la entrada ilegal de miles de extranjeros en Europa, se impide la libre circulación de nuestros camioneros por el espacio europeo."
"847","<U+203C> Más de tres mil transportistas españoles están atrapados en Inglaterra sin amparo alguno del Gobierno de España. 

En VOX exigimos una respuesta urgente del Gobierno para permitirles llegar a España. 

<U+2B07> HILO <U+2B07>

https://t.co/dyPsbH2rwt"
"848","<U+0001F4AB> Hasta en los momentos más difíciles, la Navidad nos une. https://t.co/gVvzhOadUu"
"849","<U+0001F384> Hoy estrenaremos nuestra felicitación de Navidad.

<U+0001F39E> Podrás verla a partir de las 19:00 en nuestro canal de Youtube: 

https://t.co/p2E9XIkgXS

<U+0001F4AB> ¡Feliz Navidad! https://t.co/pDwqr8HiPM"
"850","La propuesta del @VOX_Congreso de establecer una Red de vigilancia genómica para detectar nuevas cepas del virus, como proponían los investigadores del seqCOVID, fue tumbada por una izquierda, que por sectarismo, es incapaz de aprobar algo que es  bueno para España. https://t.co/Fl4Tfi02jz"
"851","<U+0001F4FB> @Igarrigavaz ""Doy un paso al frente. Yo no me voy de Cataluña a diferencia de otros. Salgo a liderar un proyecto que defienda la libertad y la concordia nacional. Salimos a las elecciones a ser la primera fuerza, no me conformo con las migajas"".

<U+0001F4E2> #RecuperemosCataluña https://t.co/4k2RwCIT7c"
"852","<U+0001F4FB> @Igarrigavaz ""Con el separatismo no se puede dialogar, hay que derrotarlo"".

<U+0001F4E2> #RecuperemosCataluña https://t.co/kZM05mBfhd"
"853","<U+0001F4FB> @Igarrigavaz ""Nuestro enemigo es el separatismo y esa izquierda que ha convertido a Cataluña en un lugar donde la falta de libertad es real"".

<U+0001F4E2> #RecuperemosCataluña https://t.co/dBlyEUUdll"
"854","<U+0001F4FB> Entrevista a @Igarrigavaz en @lanochededieter.

""Necesitamos desalojar a la mafia separatista que ha secuestrado las instituciones. Es urgente que los catalanes se puedan pronunciar en las urnas"".

<U+0001F4E2> #RecuperemosCataluña

<U+2B07> Hilo con sus intervenciones <U+2B07> https://t.co/w9VFOuQf0Q"
"855","<U+0001F6E0><U+0001F4C9> El Gobierno de Sánchez hunde la economía española y destruye 600.000 empleos en un año.

Mientras sigue aumentando el gasto político, las ayudas a los trabajadores y autónomos son nulas o insuficientes.

¡Urge salvar nuestro tejido productivo!

https://t.co/lGmXCFN7yw"
"856","<U+0001F5E3><U+FE0F>@ess_13R entrevista a @Igarrigavaz , candidato de @vox_es  a la presidencia de la Generalidad. ¡Síguelo EN DIRECTO! 

<U+0001F449>Hablamos sobre las elecciones que se van a celebrar en Cataluña en un mes y medio 

<U+0001F517>ENLACE https://t.co/tvGREMcqaU #LaNochedeDieter https://t.co/HQBM0W3QYz"
"857","Denuncio en una entrevista en @EstadoDAlarmaTV la catalanización que lleva a cabo @F_Armengol @psibpsoe en #Baleares ironizando sobre si el catalán será la vacuna contra COVID y @YouTubeEspanol cierra el canal dos semanas. Frente a la censura socialista: Libertad #nonoscallaran https://t.co/5Ndwgpr0v7 https://t.co/TxnF0TzD53"
"858","<U+0001F6A7>MÁS DE 3000 CAMIONEROS ESPAÑOLES ATRAPADOS EN REINO UNIDO. 

<U+2716><U+FE0F>Unas fronteras muy abiertas y otras muy cerradas.

https://t.co/6Ljuxr77RX"
"859","Bien hecho! 
 
José Luis Martínez-Almeida y Begoña Villacís aceptan las exigencias de Vox y el Ayuntamiento de Madrid tendrá Presupuestos en 2021 https://t.co/WvQ1iGyYcJ"
"860","<U+203C> @Igarrigavaz presenta en Barcelona las 10 medidas urgentes de VOX para Cataluña:

""Venimos a lograr la representación parlamentaria necesaria para frenar la ofensiva separatista"".

<U+0001F4E2> #RecuperemosCataluña

<U+2B07> HILO <U+2B07> https://t.co/U3XS0e66R0"
"861","El Gobierno se gasta 300.000€ diarios en hoteles para inmigrantes ilegales.

<U+2716><U+FE0F>Para los miles de autónomos y trabajadores que están en la ruina no hay dinero.

https://t.co/H3rGv6GAId"
"862","No solo es un insulto del Ministerio de Igualdad a las Fuerzas y Cuerpos de Seguridad del Estado.

Se anima a cualquier delincuente extranjero a que realicen denuncias falsas contra los policías.

Exigiremos explicaciones al Gobierno y la disolución del chiringuito de Montero. https://t.co/64Z6RfKiU5"
"863","Atención a la gran chapuza: el gobierno español va a aceptar que Gibraltar pase a formar parte de Schengen

Un nuevo disparate que perjudica aun más nuestra reclamación de soberanía sobre el peñón y nuestra Seguridad Nacional.

HILO

https://t.co/AJuq5RjZtQ"
"864","Milhouse que no te enteras, no se les ha condenado por sus ideas, sino por sus delitos, entre otros, malversación de fondos públicos, sedición, desobediencia, en definitiva, por dar golpes de Estado desde las instituciones. https://t.co/PoelnwB7lo"
"865","<U+0001F310> El gordo siempre le toca a ellos... con tu dinero.

#LoteriadeNavidad2020 https://t.co/MOWwwJjo9U"
"866","<U+203C> La Justicia confirma que Podemos se inventó un caso de acoso sexual para despedir a uno de sus trabajadores.

Lo hicieron porque estaba investigando irregularidades financieras en Podemos.

Así opera la mafia que gobierna. ¡Pablo Iglesias dimisión!

https://t.co/rVXJN4SlM4"
"867","<U+203C> La Justicia confirma que Podemos se inventó un caso de acoso sexual para despedir a uno de sus trabajadores.

Lo hicieron porque estaba investigando irregularidades financieras en Podemos.

Así opera la mafia que gobierna. ¡Pablo Iglesias dimisión!

https://t.co/rVXJN4SlM4"
"868","Faltan 550 firmas para exigir que se apruebe una Ley en el Congreso de los Diputados que ayude a los enfermos terminales a tener una vida digna, sin vernos obligados a acudir a la eutanasia.  ¡Ayúdanos y firma, por favor! Gracias!
https://t.co/tv6XlzdBZp"
"869","«Las posiciones más “progresistas” coinciden con las más “plutocráticas”: multiculturalismo, igualdad de género, desaparición de las fronteras y disipación paulatina del Estado nación».

No se pierdan este artículo de @jm_frias en @FDisenso:
https://t.co/UyfE9PAx38"
"870","<U+0001F310> El gordo siempre le toca a ellos... con tu dinero.

#LoteriadeNavidad2020 https://t.co/MOWwwJjo9U"
"871","VOX, tras la amenaza de Marruecos sobre Ceuta y Melilla: ‘El enemigo huele el miedo y la cobardía de este Gobierno’ https://t.co/vcihIXTpCe"
"872","<U+0001F4FB> Hoy a las 21:30, @Igarrigavaz es entrevistado en @lanochededieter de @esRadio para comentar la campaña de VOX en Cataluña.

<U+0001F4E1> Síguelo aquí en directo: https://t.co/vjEQNYmP0A

<U+0001F4E2> ¡No te lo pierdas! #RecuperemosCataluña https://t.co/SbU93tCE8d"
"873","¡Recuperemos Cataluña! <U+0001F1EA><U+0001F1F8>
Por unas elecciones libres y pacíficas. https://t.co/BoNCYoLerW"
"874","No solo es un insulto del Ministerio de Igualdad a las Fuerzas y Cuerpos de Seguridad del Estado.

Se anima a cualquier delincuente extranjero a que realicen denuncias falsas contra los policías.

Exigiremos explicaciones al Gobierno y la disolución del chiringuito de Montero. https://t.co/64Z6RfKiU5"
"875","España está en Ceuta y Melilla antes de que el Reino de Marruecos existiese. Son tan españolas como Cádiz y Málaga. 

https://t.co/QVf0BxpSO7"
"876","<U+203C> @Igarrigavaz ""Hoy al conjunto de los catalanes les ha tocado el Gordo, VOX viene a recuperar la Cataluña que nos han arrebatado"". https://t.co/nHLYmdGows"
"877","<U+203C> @Igarrigavaz presenta en Barcelona las 10 medidas urgentes de VOX para Cataluña:

""Venimos a lograr la representación parlamentaria necesaria para frenar la ofensiva separatista"".

<U+0001F4E2> #RecuperemosCataluña

<U+2B07> HILO <U+2B07> https://t.co/U3XS0e66R0"
"878","<U+0001F6E0><U+0001F4C9> El Gobierno de Sánchez hunde la economía española y destruye 600.000 empleos en un año.

Mientras sigue aumentando el gasto político, las ayudas a los trabajadores y autónomos son nulas o insuficientes.

¡Urge salvar nuestro tejido productivo!

https://t.co/lGmXCFN7yw"
